business_name,category,rating,reviews,phone,whatsapp,full_address,district,taluka,city,maps_link,website,has_website,lead_score,premium_lead,branch_count,digital_presence,rejection_reason
Reporter Physics Classes Beed,NEET coaching,5.0,36,7350307209,7350307209,"Pangari Rd, Shahunagar, Beed, Maharashtra 431122",Beed,,,"https://www.google.com/maps/place/Reporter+Physics+Classes,Beed/data=!4m7!3m6!1s0x3bc52b63b98d2f8d:0x8cdf95167bf20b15!8m2!3d18.9953938!4d75.7507601!16s%2Fg%2F11x0c35q24!19sChIJjS-NuWMrxTsRFQvyexaV34w?authuser=0&hl=en&rclk=1",,no,100,yes,1,none_found,
Lamb's Mathematics Classes,IIT JEE coaching,4.9,73,8482954799,8482954799,"Urvi Capital, Tendulkar's Educational Hub, Pangari Rd, near Umakiran Sankul, Kranti Nagar, Beed, Maharashtra 431122",Beed,,,https://www.google.com/maps/place/Lamb%27s+Mathematics+Classes+%28+IIT+JEE+I+MHTCET+I+FOUNDATION+%29/data=!4m7!3m6!1s0x3bc52b10eea25ccd:0x33dcf7072355d936!8m2!3d18.996286!4d75.749487!16s%2Fg%2F11y9pvdby9!19sChIJzVyi7hArxTsRNtlVIwf33DM?authuser=0&hl=en&rclk=1,,no,100,yes,1,none_found,
